id,director
23587,[b'William Lustig']
64586,[b'Julia Leigh']
60225,[b'Emilio Fern\xc3\xa1ndez']
85498,[b'William Cameron Menzies']
64639,[b'Rod Lurie']
60308,[b'Bennett Miller']
47753,[b'Yony Leyser']
16092,[b'Paco Cabezas']
45048,[b'John D. Lamond']
108844,[b'Lewis Seiler']
72914,"[b'Joe Cross', b'Kurt Engfehr']"
43511,[b'Tim Whelan']
28373,[b'Joe May']
73532,[b'Aki Kaurism\xc3\xa4ki']
201405,[b'Susan Morgan Cooper']
73454,[b'Jon Hewitt']
89271,[b'Lina Chamie']
43637,[b'David Chung']
61202,[b'Zoya Akhtar']
47760,[b'Gus Van Sant']
55785,[b'Peter Mullan']
68341,[b'Sion Sono']
46909,[b'Nick Whitfield']
71689,"[b'Dan Povenmire', b'Robert Hughes']"
31167,[b'Richard Fleischer']
30867,[b'Stephen Kijak']
55847,[b'Robert Bresson']
65317,[b'Francesco Barilli']
103475,[b'Wim Wenders']
49974,[b'Jo\xc3\xa3o C\xc3\xa9sar Monteiro']
64524,[b'Freddie Francis']
35125,[b'Frank Ripploh']
78228,[b'Dorota K\xc4\x99dzierzawska']
65081,[b'Pierre Jolivet']
57726,[b'Michel Deville']
36236,"[b'Pier Paolo Pasolini', b'Vittorio De Sica', b'Luchino Visconti', b'Franco Rossi', b'Mauro Bolognini']"
63327,[b'Barbet Schroeder']
61404,[b'Fred Cavay\xc3\xa9']
76684,[b'Indra Kumar']
32958,[b'Luiz Villa\xc3\xa7a']
45806,[b'Urszula Antoniak']
38543,[b'Jonathan English']
80241,[b'Andrew Marton']
66605,[b'David Higby']
269518,[b'Jos\xc3\xa9 Luis Guerin']
81783,[b'Carla Garapedian']
166798,[b'Ritwik Ghatak']
36513,[b'Wesley Ruggles']
27881,[b'John N. Carter']
100033,[b'Hiroshi Shimizu']
18093,[b'Jon Jones']
86920,[b'Charles Crichton']
75865,[b'Nikos Nikolaidis']
124630,[b'Gustav Deutsch']
87063,[b'Pedro Costa']
5473,[b'Gerrard Verhage']
72049,[b'Paula van der Oest']
46534,[b'Andrew Thomas Hunt\t']
55890,[b'Stevan Mena']
44950,[b'Adam Wingard']
101772,[b'Leopold Lindtberg']
154623,[b'Franti\xc5\xa1ek \xc4\x8c\xc3\xa1p']
13616,[b'Krisztina Goda']
38437,[b'James P. Hogan']
132227,[b'Fernando E. Solanas']
24428,[b'Joss Whedon']
82260,[b'Roy Del Ruth']
49517,[b'Tomas Alfredson']
60243,[b'Asghar Farhadi']
48231,[b'David Cronenberg']
109886,[b'Frank Borzage']
74525,[b'Douglas Sirk']
42077,[b'Joseph H. Lewis']
42266,[b'Joseph Losey']
154879,[b'Chetan Anand']
59440,"[b""Gavin O'Connor""]"
85821,[b'Mike Ott']
33555,[b'Rachel Goldenberg']
125736,[b'Howard Hawks']
94655,[b'Joseph Losey']
131732,[b'Erle C. Kenton']
106825,[b'Walter Lang']
10316,[b'George Clooney']
65283,"[b'Yves All\xc3\xa9gret', b'Rafael E. Portas']"
173341,[]
91961,[b'William A. Wellman']
95949,[b'L\xc3\xa1szl\xc3\xb3 Kardos']
84299,[b'Frank Borzage']
74725,[b'Ben Wheatley']
49021,[b'Gary McKendry']
38743,[b'Robert Davi']
67885,[b'Liz Garbus']
37822,[b'Parmeet Sethi']
52058,[b'Roger Nygard']
58699,[b'Evan Glodell']
40807,[b'Jonathan Levine']
39517,[b'Adrian Shergold']
52837,[b'David Worth']
54469,[b'John Doyle']
41800,[b'Lee Sholem']
85916,[b'Ray Dennis Steckler']
81401,"[b'B\xc3\xa9la Tarr', b'\xc3\x81gnes Hranitzky']"
63375,[b'Victor Ginzburg']
74879,[b'Nuri Bilge Ceylan']
74643,[b'Michel Hazanavicius']
17658,[b'Zabou Breitman']
57714,[b'Brigitte Ro\xc3\xbcan']
105757,[b'Rainer Werner Fassbinder']
13687,[b'Stephen Surjik']
72419,[b'Jan Fehse']
71905,[b'Michael Barnett']
114060,[b'Peter Glenville']
39861,[b'Robert Hartford-Davis']
123723,[b'Jacqueline Audry']
115596,[b'Hiroshi Shimizu']
59852,[b'Ruairi Robinson']
85743,[b'Ruben \xc3\x96stlund']
100784,[b'Aleksey German']
41822,[b'Ann Hui']
45590,"[b'Andrei Tarkovsky', b'Aleksandr Gordon']"
103590,[b'Sergei Parajanov']
55863,[b'Melville Shavelson']
47182,"[b'Jules Bass', b'Arthur Rankin, Jr.']"
70803,[b'Cecil B. DeMille']
91094,[b'Hiroshi Shimizu']
148284,[b'S. Shankar']
75375,[b'Adam Curtis']
56345,[b'Ulrich Seidl']
148327,[b'Bernard \xc3\x89mond']
129427,[b'Bartosz Konopka']
60421,[b'Maryam Keshavarz']
27439,[b'Fernando Di Leo']
50765,[b'Ernie Barbarash']
70636,[b'Matt Osterman']
63907,[b'Oskar J\xc3\xb3nasson']
113432,[b'Gr\xc3\xadmur H\xc3\xa1konarson']
33592,[b'Donald Cammell']
58402,[b'Fernando Di Leo']
30043,[b'Park Chul-soo']
86440,[b'Gerardo Naranjo']
149507,[b'Abbas Kiarostami']
126004,[b'Abbas Kiarostami']
63025,[b'Lucio Fulci']
88922,[b'Ho Meng-Hua']
64720,[b'Jeff Nichols']
125039,[b'Ra\xc3\xbal Ruiz']
70588,[b'David Robert Mitchell']
48778,[b'Ra\xc3\xbal Ruiz']
42707,[b'Monte Hellman']
31116,"[b'Don Barton', b'Arnold Stevens']"
56401,[b'Jim Kohlberg']
129942,[b'Abbas Kiarostami']
134209,[b'Abbas Kiarostami']
113258,[b'Thomas Bornot']
117404,[b'Abbas Kiarostami']
83633,[b'David Butler']
69722,[b'Alan Rudolph']
61645,[b'Henry Koster']
218389,[b'John Cromwell']
143841,[b'Larry Peerce']
74810,[b'Henri Verneuil']
76013,[b'Enrique Urbizu']
54700,[b'Tom Provost']
73588,[b'Matthew Parkhill']
111625,[b'L\xc3\xa1szl\xc3\xb3 Kardos']
43460,[b'Maurice Cloche']
52847,[b'Norman Taurog']
80122,[b'Antonio Hern\xc3\xa1ndez']
83015,[b'Frank Launder']
225951,[b'Rasoul Sadrameli']
47496,[b'Patrice Leconte']
85365,[b'Duccio Tessari']
11383,[b'James Algar']
28858,[b'Jake Rademacher']
43981,[b'Mohsen Makhmalbaf']
80115,[b'Radu Jude']
24566,[b'Astra Taylor']
125553,[b'Cass Paley']
61683,[b'Jo\xc3\xabl S\xc3\xa9ria']
58878,[b'Hideo Gosha']
37239,[b'Hiroshi Teshigahara']
76853,[b'Michael Glawogger']
39254,[b'Shawn Levy']
72648,[b'Sean MacGregor']
6182,[b'Ed Radtke']
42585,[b'Joshua Safdie']
337435,[b'Anton\xc3\xadn Moskalyk']
208309,[b'Janusz Majewski']
147105,[b'Jules Bass']
131098,"[b'Sid Smith', b'Ron Field']"
67273,[b'Cindy Meehl']
73262,[b'Tim Fehlbaum']
9345,[b'Peter Lindmark']
61267,[b'Arnaud Viard']
60981,[b'Sergey Loznitsa']
91391,[b'John E. Bryant']
172004,"[b'Erwin Keusch', b'Christian Weisenborn']"
162451,[b'Werner Herzog']
434973,[b'Matti Ij\xc3\xa4s']
440178,[b'Andrzej Wajda']
49452,[b'Germaine Dulac']
126732,[b'Aida Begi\xc4\x87']
35221,[b'Trent Cooper']
109991,[b'Sergei Gerasimov']
130650,[b'Jacqueline Audry']
131792,[b'Peter B. Hutton']
30014,[b'Fritz Lang']
58732,[b'Malcolm St. Clair']
133123,[b'Mario Caserini']
75803,[b'Alex Gibney']
68817,[b'Craig Brewer']
60935,[b'Matthijs van Heijningen Jr.']
53344,"[b'Greg Olliver', b'Wes Orshoski']"
59437,[b'Shawn Ku']
70875,[b'U. Roberto Romano']
76543,[b'Paddy Considine']
75969,[b'Simon Verhoeven']
71933,[b'Piotr Szulkin']
27999,[b'Budd Boetticher']
50837,[b'Sean Durkin']
71859,[b'Lynne Ramsay']
69480,[b'Errol Morris']
43688,[b'William Beaudine']
70009,[b'Rich Cowan']
10005,[b'James Dodson']
79094,[b'Osvaldo Civirani']
52451,[b'Paul W.S. Anderson']
49530,[b'Andrew Niccol']
70925,[b'Jim Loach']
18916,[b'Francis Veber']
62728,[b'Rowan Joffe']
46724,[b'Basil Dearden']
45013,[b'Christopher B. Landon']
44754,[b'Kenneth Lonergan']
72113,[b'Roman Polanski']
71677,[b'Ernie Barbarash']
50839,[b'J.C. Chandor']
71821,[b'H. Tjut Djalil']
37079,[b'Anthony Mann']
23807,[b'Sergio Martino']
52297,"[b'Bob Swerer Jr.', b'Bob Swerer Sr.']"
85766,"[b'Dick Proenneke', b'Bob Swerer Jr.', b'Bob Swerer Sr.']"
206052,[b'Lesley Selander']
72571,"[b'Henry Joost', b'Ariel Schulman']"
72432,"[b'Mark Kassen', b'Adam Kassen']"
71157,[b'Ma\xc3\xafwenn']
45156,[b'Nicole Kassell']
61730,[b'Sook-Yin Lee']
104449,[b'Robert Altman']
113105,[b'Alfonso Brescia']
70500,[b'Terry Marcel']
139863,[b'Asier Altuna']
3966,[b'Abby Berlin']
58233,[b'Oliver Parker']
59965,[b'John Singleton']
69310,"[b'Han Sanping', b'Huang Jianxin']"
53487,[b'Paolo Sorrentino']
76025,[b'Steve McQueen']
43845,[b'Jean Renoir']
92751,[b'Rino Di Silvestro']
42696,[b'Dusan Makavejev']
138535,[b'James Benning']
83354,[b'Nicholas Ray']
12838,"[b'Jean-Marc Barr', b'Pascal Arnold']"
22819,[b'Neil Abramson']
113137,[b'Michael Miner']
94623,[b'Peter Bogdanovich']
123334,"[b'Michael Caine', b'Matt Radecki']"
46147,[b'Anne Sewitsky']
57602,[b'Mahamat-Saleh Haroun']
86126,[b'Orlando L\xc3\xbcbbert']
28687,[b'Daryl Goldberg']
140003,"[b'Werner Herzog', b'Denis Reichle']"
58069,[b'Jihun Kim']
72172,[b'Mariana Chenillo']
63492,[b'Mark Mylod']
69668,[b'Jim Sheridan']
65992,[b'Peter Richardson']
58511,"[b'Gustav Hofer', b'Luca Ragazzi']"
27642,[b'Curtis Harrington']
47342,[b'Albert Pyun']
70670,[b'Morten Tyldum']
69735,"[b'Lauren Montgomery', b'Sam Liu']"
126015,[]
139467,[b'Krzysztof Zanussi']
344741,[]
32909,[b'Jingle Ma']
47273,[b'Aaron James Sorensen']
45610,[b'Marc Forster']
77801,[b'Jennifer Siebel Newsom']
78309,[b'Christopher Farah']
81315,[b'Wojciech Has']
61891,[b'Roland Emmerich']
46934,[b'Bernard Rose']
62614,[b'Juha Wuolijoki']
82020,[b'David Wellington']
70196,[b'Matthew Hope']
56122,[b'Vittorio De Sica']
18865,[b'Gary Walkow']
79031,[b'Jacob Berger']
72494,[b'Maximilian Schell']
79401,"[b'Emeric Pressburger', b'Michael Powell']"
69217,[b'John Murlowski']
61121,[b'Claes Olsson']
28414,[b'J\xc3\xb8rgen Leth']
83147,[b'Frank Perry']
18520,"[b'Chris Hegedus', b'Nick Doob']"
27012,[b'Larry Cohen']
42605,[b'Tony Richardson']
22396,[b'Monte Hellman']
59108,[b'Brett Ratner']
88794,[b'Clint Eastwood']
27769,[b'Tom McLoughlin']
73499,[b'Michael Brandt']
14127,[b'Nicholas DiBella']
49411,[b'Stuart Rosenberg']
17578,[b'Steven Spielberg']
60387,[b'Richard Quine']
74536,[b'Dito Montiel']
52799,[b'Javier Fuentes-Le\xc3\xb3n']
40658,[b'Chris Atkins']
39450,[]
95448,[b'Pierre Sch\xc3\xb6ller']
36261,[b'Chang Cheh']
65229,[b'C\xc3\xa9line Sciamma']
25656,[b'Naoko Ogigami']
64347,[b'Jacques Audiard']
6360,[b'Valeria Bruni Tedeschi']
38683,[b'Robert Siodmak']
157924,[b'Chris Holt']
47189,[b'Ji\xc5\x99\xc3\xad Menzel']
52472,[b'John Schultz']
125943,[b'Keith Behrman']
40592,[b'Kiyoshi Kurosawa']
149117,[b'Konstantin Bronzit']
19034,[b'Jan \xc5\xa0vankmajer']
199072,[b'Henry Hathaway']
65044,[b'Leste Chen']
75964,[b'Martin Scorsese']
44826,[b'Martin Scorsese']
50875,[b'Vera Farmiga']
70578,[b'Joel Schumacher']
14673,[b'Danny Steinmann']
36142,[b'Wojciech Smarzowski']
109435,[b'King Vidor']
56489,[b'Ulrich Seidl']
263600,[b'Katy Chevigny']
37958,[b'Tarsem Singh']
71880,[b'Dennis Dugan']
37736,"[b'Sean Baker', b'Shih-Ching Tsou']"
185292,[b'John Ford']
75311,[b'Alexandre O. Philippe']
54421,[b'Edward Yang']
28629,[b'Richard Oswald']
31222,[]
26738,[b'Sally Potter']
62630,[b'Lee Tamahori']
70586,[b'Mike Gunther']
84427,[b'Bertrand Bonello']
94336,[b'Christian Petzold']
51994,[b'Terence Davies']
47099,[b'Darezhan Omirbayev']
121462,[b'Shin Sang-ok']
51248,[b'Darren Lynn Bousman']
77365,[b'Werner Herzog']
75233,[b'Joachim Trier']
12428,[b'Aleksey German Jr']
4790,[b'Claude Chabrol']
17495,[b'Nabil Ayouch']
80607,"[b'Chuck Jones', b'Robert McKimson', b'Friz Freleng']"
61985,[b'Robert N. Bradbury']
53328,[b'Bill Haney']
65831,[b'Dennis Todorovi\xc4\x87']
72875,[b'Christian Molina']
60422,[b'Sam Levinson']
238616,[b'Norman Krasna']
55292,[b'Benny Chan']
40350,[b'Peter Collinson']
43252,[b'Irwin Allen']
114975,[b'Jacques Tourneur']
9364,[b'Andrea Arnold']
48014,[b'Kevin Connor']
59206,[b'Michael Epstein']
11403,[b'Matthew Leutwyler']
47320,[b'Jeffrey Fine']
125249,[b'Lambert Hillyer']
93560,[b'Spencer Gordon Bennet']
4195,[b'Claude Chabrol']
14726,[b'Nicolas Saada']
4809,[b'Henry Koster']
181537,[b'Joseph L. Mankiewicz']
119564,[b'Edward F. Cline']
35543,[b'Anthony Mann']
65057,[b'Alexander Payne']
60420,[b'Drake Doremus']
64328,[b'James Bobin']
10109,[b'Wilson Yip']
50619,[b'Bill Condon']
65002,[b'Volker Schl\xc3\xb6ndorff']
107327,[b'Joseph Losey']
64983,[b'Andr\xc3\xa9 T\xc3\xa9chin\xc3\xa9']
20859,[b'Brenton Spencer']
57212,[b'Steven Spielberg']
23514,[b'Bruce Robinson']
75900,[b'Simon Curtis']
89086,"[b'Henry King', b'Otto Brower']"
31208,[b'Christophe Honor\xc3\xa9']
131914,[b'Larry Shaw']
405280,[b'Edward F. Cline']
202152,[b'Christopher Marshall']
50036,[b'Kyle Patrick Alvarez']
296104,[b'Gregory Ratoff']
82397,[b'William A. Wellman']
25922,[b'F. Javier Guti\xc3\xa9rrez']
64124,[b'Jean-Claude Brisseau']
30784,[b'Joseph Losey']
24185,[b'Marco Bellocchio']
79120,[b'Andrew Haigh']
46770,[b'Fernando E. Solanas']
22165,[b'Blair Underwood']
84473,[b'Jean Rollin']
83233,[b'Jo\xc3\xa3o C\xc3\xa9sar Monteiro']
39693,[b'Alex Law']
101124,[b'Miao Wang']
61629,[b'Ben Hickernell']
178452,"[b'George Stevens', b'Edmund Goulding', b'Roy Rowland', b'Sam Wood', b'Allan Dwan', b'Charles Reisner', b'Richard Boleslawski', b'Russell Mack']"
85677,[b'Edmund Goulding']
21244,[b'Simo Halinen']
68634,[b'Marcin Wrona']
13060,[b'Gary Rydstrom']
76234,[b'Matthew Lauyer']
70590,[b'Rohit Shetty']
38407,[b'Mikael H\xc3\xa5fstr\xc3\xb6m']
125161,[b'Benedek Fliegauf']
94509,[b'Pere Portabella']
20002,[b'Nikhil Advani']
221346,[b'Busby Berkeley']
125700,[b'Ousmane Sembene']
38336,[b'Valery Todorovsky']
15157,[b'Damon Santostefano']
173456,[b'John Ford']
39463,[b'Ferdinand Fairfax']
30618,[b'Guy Moshe']
35841,[b'Jack Clayton']
29879,[b'David Butler']
74135,[b'Shinsuke Sato']
53457,[b'Gilles Paquet-Brenner']
17155,[b'Suzie Halewood']
51409,[b'Julie Bertuccelli']
25834,[b'Harry Bromley Davenport']
47226,[b'Abderrahmane Sissako']
19305,[b'Martin Zandvliet']
57431,[b'David Gordon Green']
64685,[b'Stephen Daldry']
172908,[b'Ted Tetzlaff']
29932,[b'Istv\xc3\xa1n Szab\xc3\xb3']
28118,"[b'Max Lang', b'Jakob Schuh']"
45708,[b'Marc Fienberg']
26985,[b'Kieth Merrill']
11625,[b'Philippe Grimond']
9369,[b'Gerhard Hahn']
9642,"[b'Stefan Fjeldmark', b'Jesper M\xc3\xb8ller']"
91367,[b'Susanne Rostock\t']
79887,[b'Rouben Mamoulian']
75622,[b'Oren Moverman']
65759,[b'George Miller']
125769,[b'Neil Jordan']
91781,[b'Robert Altman']
43444,[b'Roberto Rossellini']
66488,[b'Robert Altman']
51052,"[b'Barry Cook', b'Sarah Smith']"
77635,[b'Gerardo Naranjo']
80555,[b'Nicholas Ray']
80046,[b'Howard Hawks']
52661,[b'John Frankenheimer']
25413,[b'Robert Siodmak']
153102,[b'Jack Sholder']
182129,[b'Peter Hall']
125506,[b'Lisanne Skyler']
85639,[b'Nicholas Ray']
37721,[b'Andrew Lancaster']
56601,[b'William Dear']
57585,[b'Prachya Pinkaew']
91550,[b'Geoffrey Fletcher']
62046,[b'Rob Minkoff']
70074,[b'Walter Hill']
76163,[b'Simon West']
13396,"[b'Jimmy T. Murakami', b'Dianne Jackson']"
46020,"[b""Declan O'Brien""]"
43546,[b'George Sidney']
111607,[b'Raoul Walsh']
70160,[b'Gary Ross']
174593,[b'Benjamin Christensen']
59457,[b'Benedek Fliegauf']
38264,[b'Dante Lam']
112698,[b'Yonggang Wu']
77381,[b'Ivan Passer']
87911,[b'George King']
15736,[b'J\xc3\xb6rg Buttgereit']
49026,[b'Christopher Nolan']
83229,[b'Jo\xc3\xa3o C\xc3\xa9sar Monteiro']
36662,[b'Sergiu Nicolaescu']
49040,[b'Tony Gilroy']
1254,[b'Philippe Lioret']
75345,[b'Mark Pellington']
58574,[b'Guy Ritchie']
66150,"[b'Kevin Macdonald', b'Zillah Bowes']"
278822,[b'Andrew Mondshein']
54157,[b'Philippe Le Guay']
26824,[b'Carlos Saura']
73448,[b'Martin Zandvliet']
56801,[b'Louis Feuillade']
25653,[b'Kim Ki-duk']
104465,[b'Akihiko Shiota']
101173,[b'Ralph Fiennes']
103597,[b'Mathieu Demy']
39287,[b'Gordon Douglas']
22075,[b'Lech Majewski']
46741,[b'Grigoriy Chukhray']
42450,[b'Richard Compton']
54900,[b'Huseyin Karabey']
61896,[b'Paul Saltzman']
83552,"[b'Jafar Panahi', b'Mojtaba Mirtahmasb']"
125264,[b'Keisuke Kinoshita']
89456,[b'Bruno Dumont']
118204,[b'Santiago Mitre']
119425,[b'Cam Archer']
17775,"[b'Sook-Yin Lee', b'Aaron Woodley', b'Sudz Sutherland', b'David Weaver']"
70955,[b'Emmanuelle Bercot']
20186,[b'Duane Hopkins']
99642,[b'Philippe Grandrieux']
123712,[b'Lucian Pintilie']
57157,[b'Jason Reitman']
30245,[]
70577,[b'Julien Magnat']
62838,[b'Garry Marshall']
56292,[b'Brad Bird']
262475,[]
74465,[b'Cameron Crowe']
40693,[b'David Butler']
65754,[b'David Fincher']
71469,[b'Chris Gorak']
45320,"[b'Ole Schell', b'Sara Ziff']"
16939,[b'Henry Cass']
55301,[b'Mike Mitchell']
73873,[b'Rodrigo Garc\xc3\xada']
52274,[b'Guillem Morales']
378477,"[b'Ana Vlad', b'Adrian Voicu']"
51995,[b'George Ratliff']
80038,[b'Jennifer Westfeldt']
82203,[b'Richard Fleischer']
63207,[b'Juan Carlos Fresnadillo']
25688,[b'Andr\xc3\xa9 De Toth']
79777,[b'Angelina Jolie']
84505,[b'William J. Cowen']
25915,[b'Douglas Sirk']
111100,[b'Lloyd Bacon']
85942,[b'Jacques Demy']
58192,[b'Ernst Lubitsch']
52359,[b'Rowland V. Lee']
75315,[b'George Marshall']
2349,[b'Lars B\xc3\xbcchel']
46641,[b'David Kaplan']
92464,[b'Chip Mabry']
24986,[b'Jin Yimeng']
56761,[b'Eugene Jarecki']
24833,[b'Robert Vince']
53505,"[b'Dereck Joubert', b'Beverly Joubert']"
45138,[b'Giuliano Montaldo']
48153,[b'Jacques Deray']
36522,[b'Don Siegel']
74518,[b'Olivier Abbou']
59006,[b'Sebastian Gutierrez']
41066,[b'Masakazu Hashimoto']
53100,[b'Famke Janssen']
293114,[b'Juho Kuosmanen']
116537,[b'Alli Haapasalo']
118955,[b'George Cukor']
72997,[b'Edgar Selwyn']
82698,[b'Maneesh Sharma']
73939,[b'Dee Rees']
13247,"[b'Eric Till', b'Peter Harris']"
50393,[b'Tim Johnson']
71866,"[b'Francesca Gregorini', b'Tatiana von Furstenberg']"
72766,[b'Edward Burns']
76487,[b'William Brent Bell']
74523,[b'Alex Ranarivelo']
76785,[b'Michael Cuesta']
77866,[b'Baltasar Korm\xc3\xa1kur']
14163,[b'Shimit Amin']
74878,[b'Pierre Granier-Deferre']
72821,[b'Victor Fleming']
389854,[b'Waldemar Krzystek']
43984,[b'Dariush Mehrjui']
269963,[b'Johan van der Keuken']
148503,[b'Mark Rappaport']
78461,[b'Martin Guigui']
75301,[b'Constance Marks']
112655,[b'Arthur Lubin']
63574,[b'Todd Graff']
37006,[b'Alex Bowen']
95538,[b'Jo\xc3\xa3o Pedro Rodrigues']
184795,[b'Sidney Lumet']
62837,[b'Charles Martin Smith']
63498,"[b'Fernando Trueba', b'Tono Errando', b'Javier Mariscal']"
71688,[b'Phyllida Lloyd']
39072,[b'Mitchell Lichtenstein']
15346,[b'Daniel Adams']
78182,[b'Andrey Zvyagintsev']
257608,[]
81527,[b'Cristi Puiu']
53128,[b'Pantelis Voulgaris']
65233,[b'Xavier Durringer']
73066,[b'Brendan Fletcher']
31309,[b'Dave Fleischer']
148353,[b'Jos\xc3\xa9 Luis Guerin']
33684,[b'Bohdan Sl\xc3\xa1ma']
35156,[b'Rupert Murray']
72721,[b'Patricio Guzm\xc3\xa1n']
162374,[b'Angelo Cianci']
72842,[b'Niall MacCormick']
79465,[b'Michael Corrente']
79896,[b'D. Kerry Prior ']
57829,[b'Lech Majewski']
42157,[b'Robert M. Young']
57353,[b'John Stockwell']
84420,[b'Richard C. Parish']
47383,"[b'Gast\xc3\xb3n Duprat', b'Mariano Cohn']"
38541,[b'Xavier Gens']
52520,"[b'M\xc3\xa5ns M\xc3\xa5rlind', b'Bj\xc3\xb6rn Stein']"
75174,[b'Joe Carnahan']
49527,[b'Asger Leth']
55741,[b'Chen Kaige']
68861,[b'Lauri Nurkse']
84407,[b'Chad Freidrichs']
124210,[b'Buck Henry']
37038,[b'Basil Dearden']
72313,[b'Harmon Jones']
8368,[b'John Irvin']
60938,[b'Joseph Losey']
145594,"[b'Dunia Ayaso', b'F\xc3\xa9lix Sabroso']"
58194,[b'John Gray']
70435,[b'Steven Soderbergh']
66118,"[b'Thomas Ngijol', b'Lionel Steketee', b'Fabrice Ebou\xc3\xa9']"
26283,[b'Robert Stevenson']
260064,[b'William A. Wellman']
105548,[b'Frank Borzage']
110139,[b'Budd Boetticher']
94741,[b'Richard Fleischer']
31337,[b'Michael Glawogger']
65760,[b'Larysa Kondracki']
74997,[b'Tom Six']
75579,[b'Betsan Morris Evans']
45971,[b'Fritz Lang']
60364,[b'Laurence Rees']
28632,[b'Banmei Takahashi']
47648,[b'Gordon Chan']
15044,[b'Philip Martin']
34179,[b'Daniel Lee']
35250,[b'Greg Page']
32831,[b'Melvin Frank']
42990,[b'Norman Jewison']
65892,[b'Michael Lange']
78450,[b'Edward Yang']
87408,[b'Mohammad Rasoulof']
82321,[b'Julia Loktev']
115150,[b'Harun Farocki']
96888,[b'Nadav Lapid']
102809,[b'Weikai Huang']
86732,[b'Mikl\xc3\xb3s Jancs\xc3\xb3']
86081,[b'Raoul Walsh']
123690,[b'Lucian Pintilie']
63230,[b'Maurice Pialat']
62564,[b'Jannicke Systad Jacobsen']
77560,[b'Alexander Sokurov']
56815,[b'Pablo Larra\xc3\xadn']
25621,[b'Bill Morrison']
24870,[b'Anna Biller']
25774,[b'Carlos Saura']
58251,"[b'Joshua Safdie', b'Ben Safdie']"
125316,[b'John Curran']
97394,[b'Jon Ronson']
21613,[b'Kinji Fukasaku']
40939,[b'Youssef Chahine']
66436,[b'Ren\xc3\xa9 Clair']
32169,[b'Esther Rots']
70149,[b'Marian Cri\xc8\x99an']
57046,[]
27230,[b'Lewis Jackson']
58391,[b'Mika Kaurism\xc3\xa4ki']
86457,[b'John Francis Dillon']
50357,[b'Gonzalo L\xc3\xb3pez-Gallego']
82269,[b'Frederick Wiseman']
74998,[b'Roger Donaldson']
159615,[b'Martin Ritt']
54436,[b'Agn\xc3\xa8s Varda']
71670,[b'Scott Spiegel']
21864,[b'Steven R. Monroe']
36865,"[b'Yasuhiro Takemoto', b'Tatsuya Ishihara']"
28512,[b'John Putch']
93164,[b'Ritwik Ghatak']
90770,[b'Michelangelo Antonioni']
71271,[b'Maurice Tourneur']
72431,[b'Anthony Hemingway']
73686,[b'Agnieszka Holland']
43095,[b'Kon Ichikawa']
76758,[b'Zhang Yimou']
45176,[b'Dziga Vertov']
70917,[b'Todd Berger']
72186,[b'Mark Landsman']
42968,[b'Luis de la Madrid']
57190,[b'Michael D. Sellers']
77338,"[b'Eric Toledano', b'Olivier Nakache']"
73562,[b'Val\xc3\xa9rie Donzelli']
54054,[b'Julie Anne Robinson']
35663,[b'Jerry Warren']
23340,[b'Edward Finney']
96495,"[b'Fenton Bailey', b'Randy Barbato']"
35659,[b'Fred Barzyk']
80591,[b'Madonna']
58428,[b'Ti West']
142118,[b'Taru M\xc3\xa4kel\xc3\xa4']
130900,[b'Robert Z. Leonard']
19235,[b'Damion Dietz']
78698,[b'Ken Kwapis']
85949,[b'Paul Ziller']
122515,[b'Joseph Jacoby']
58704,[b'Kimio Yabuki']
101520,"[b'Catherine Bainbridge', b'Neil Diamond', b'Jeremiah Hayes']"
70387,"[b'Giorgio Gentili', b'Vic Morrow']"
76142,[b'Craig McCall']
57809,"[b'Timur Bekmambetov', b'Dmitriy Kiselev', b'Aleksandr Voytinskiy', b'Yaroslav Chevazhevskiy', b'Ignas Jonynas']"
85317,"[b'Levan Gabriadze', b'Dmitriy Kiselev', b'Aleksandr Kott', b'Aleksandr Baranov']"
57343,[b'Douglas Barr']
43711,[b'James Hawes']
76651,[b'Marcel Carn\xc3\xa9']
244115,[b'Kenji Mizoguchi']
52517,[b'Henry King']
50698,"[b'Colin Minihan', b'Stuart Ortiz']"
48492,[b'Tsui Hark']
118911,[b'Otto Preminger']
56126,[b'Mike de Leon']
153845,[b'Dziga Vertov']
409900,[b'Mia Halme']
38371,[b'Jacek Bromski']
14224,[b'Olaf Lubaszenko']
76726,[b'Josh Trank']
65086,[b'James Watkins']
148033,[b'Todd Haynes']
80125,[b'Detlev Buck']
107056,[b'Grzegorz Kr\xc3\xb3likiewicz']
52850,[b'S.J. Clarkson']
64678,[b'Gavin Wiesen']
57400,[b'Eran Riklis']
93834,[b'Alberto Lattuada']
67911,[b'Tom Brady']
66120,[b'Dominik Moll']
25058,[]
42457,[b'Patrick Garland']
26223,[b'Richard Harrah']
108688,[b'George Sidney']
192695,[b'Adam Curtis']
42409,[b'Steven Soderbergh']
212713,[b'Curtis Bernhardt']
75170,[b'Hattie Dalton']
30849,[b'Dan Ireland']
15167,[b'Owen Hurley']
13976,[b'Michael Matheson']
13586,[b'Michael Matheson']
26118,[b'Randall Churchill']
79133,[b'Paul Machliss']
59961,[b'Daniel Espinosa']
72570,[b'Michael Sucsy']
63749,[b'Griff Furst']
49354,[b'Daniel Petrie']
76399,[b'Roger Corman']
39276,[b'Ishir\xc3\xb4 Honda']
94209,[b'Roy Del Ruth']
72338,[b'William A. Wellman']
25143,[b'Brian Kirk']
80379,[b'Louis C.K.']
